file,type,severity,time_us,module,message
applicative_pattern.log,UVM,UVM_INFO,8886.677408,applicative_pattern_seq,read interrupt registers
applicative_pattern.log,UVM,UVM_INFO,8928.737408,applicative_pattern_seq,invalidate TDMA scheme
applicative_pattern.log,UVM,UVM_INFO,8943.197408,applicative_pattern_seq,Ending pattern
applicative_pattern.log,UVM,UVM_INFO,8943.197408,applicative_pattern_seq,writing pattern file
applicative_pattern.log,UVM,UVM_INFO,10143.197408,sim:status,PASS
applicative_pattern.log,UVM,UVM_INFO,10143.197408,sim:end,applicative_pattern sequence completed
applicative_pattern.log,UVM,UVM_INFO,10143.197408,real_signal_coverage,Coverage score = 0.0%
applicative_pattern.log,UVM,UVM_INFO,10143.197408,digital_signal_coverage,Coverage score = 75.0%
applicative_pattern.log,UVM,UVM_INFO,10143.197408,digital_signal_coverage,Coverage score = 75.0%
applicative_pattern.log,UVM,UVM_INFO,10143.197408,dsi3_master_coverage,Coverage score = 37.5%
applicative_pattern.log,UVM,UVM_INFO,10143.197408,dsi3_master_coverage,Coverage score = 37.5%
applicative_pattern.log,UVM,UVM_INFO,10143.197408,dsi3_slave_coverage,Coverage score = 18.5%
applicative_pattern.log,UVM,UVM_INFO,10143.197408,dsi3_slave_coverage,Coverage score = 18.5%
applicative_pattern.log,UVM,UVM_INFO,10143.197408,real_signal_coverage,Coverage score = 0.0%
applicative_pattern.log,UVM,UVM_INFO,10143.197408,real_signal_coverage,Coverage score = 0.0%
applicative_pattern.log,UVM,UVM_INFO,10143.197408,digital_signal_coverage,Coverage score = 75.0%
applicative_pattern.log,UVM,UVM_INFO,10143.197408,jtag_master_coverage,Coverage score = 0.0%
applicative_pattern.log,UVM,UVM_INFO,10143.197408,real_signal_coverage,Coverage score = 0.0%
applicative_pattern.log,UVM,UVM_INFO,10143.197408,osc_coverage,Coverage score = 25.8%
applicative_pattern.log,UVM,UVM_INFO,10143.197408,digital_signal_coverage,Coverage score = 75.0%
applicative_pattern.log,UVM,UVM_INFO,10143.197408,digital_signal_coverage,Coverage score = 75.0%
applicative_pattern.log,UVM,UVM_INFO,10143.197408,digital_signal_coverage,Coverage score = 75.0%
applicative_pattern.log,UVM,UVM_INFO,10143.197408,digital_signal_coverage,Coverage score = 75.0%
applicative_pattern.log,UVM,UVM_INFO,10143.197408,real_signal_coverage,Coverage score = 0.0%
applicative_pattern.log,UVM,UVM_INFO,10143.197408,digital_signal_coverage,Coverage score = 0.0%
applicative_pattern.log,UVM,UVM_INFO,10143.197408,real_signal_coverage,Coverage score = 0.0%
applicative_pattern.log,UVM,UVM_INFO,10143.197408,real_signal_coverage,Coverage score = 0.0%
applicative_pattern.log,UVM,UVM_INFO,10143.197408,real_signal_coverage,Coverage score = 0.0%
applicative_pattern.log,Config,,0.0,CONFIG,UVM_VERBOSITY=UVM_MEDIUM
app_exm_in_spec.log,Config,,0.0,CONFIG,UVM_VERBOSITY=UVM_MEDIUM
app_exm_in_spec.log,Config,,0.0,CONFIG,uvm_set_type_override=top_default_seq
app_exm_in_spec.log,UVM,UVM_INFO,0.0,UVM_VERDI_DPI,uvm_verdi DPI routines are compiled off. Recompile without +define+UVM_NO_VERDI_DPI
app_exm_in_spec.log,UVM,UVM_INFO,0.0,appl_examples_in_spec_seq,appl_examples_in_spec_seq sequence starting
app_exm_in_spec.log,UVM,UVM_INFO,0.001,sim:task,appl_examples_in_spec
app_exm_in_spec.log,UVM,UVM_INFO,2120.001,sim:description,'''Simulate the application examples described in specification'''
app_exm_in_spec.log,UVM,UVM_INFO,2120.001,spec_Sync_CRM_on_DSI_seq,spec_Sync_CRM_on_DSI_seq sequence starting
app_exm_in_spec.log,UVM,UVM_INFO,2120.002,sim:description:1,*CRM Commands unsynchronized on DSI3 Channels
app_exm_in_spec.log,UVM,UVM_ERROR,2628.537,m_master_transmission_checker_0,"unexpected SCE (symbol count error) flag in packet header at channel 0, expected 0, read 0"
app_exm_in_spec.log,UVM,UVM_ERROR,2628.537,m_master_transmission_checker_1,"unexpected SCE (symbol count error) flag in packet header at channel 1, expected 0, read 0"
app_exm_in_spec.log,UVM,UVM_INFO,3629.642,spec_Sync_CRM_on_DSI_seq,spec_Sync_CRM_on_DSI_seq sequence starting
app_exm_in_spec.log,UVM,UVM_INFO,3629.643,sim:description:1,*CRM Commands synchronized on DSI3 Channels
app_exm_in_spec.log,UVM,UVM_ERROR,4138.178,m_master_transmission_checker_0,"unexpected SCE (symbol count error) flag in packet header at channel 0, expected 0, read 0"
app_exm_in_spec.log,UVM,UVM_ERROR,4138.178,m_master_transmission_checker_1,"unexpected SCE (symbol count error) flag in packet header at channel 1, expected 0, read 0"
app_exm_in_spec.log,UVM,UVM_INFO,5139.283,spec_Sync_CRM_on_DSI_seq,spec_Sync_CRM_on_DSI_seq sequence starting
app_exm_in_spec.log,UVM,UVM_INFO,5139.284,sim:description:1,"*CRM Commands synchronized on DSI3 Channels, wait before broadcast command"
app_exm_in_spec.log,UVM,UVM_ERROR,5647.819,m_master_transmission_checker_0,"unexpected SCE (symbol count error) flag in packet header at channel 0, expected 0, read 0"
app_exm_in_spec.log,UVM,UVM_ERROR,5647.819,m_master_transmission_checker_1,"unexpected SCE (symbol count error) flag in packet header at channel 1, expected 0, read 0"
app_exm_in_spec.log,UVM,UVM_INFO,6648.924,spec_Sync_IDLE_DSI_seq,spec_Sync_IDLE_DSI_seq sequence starting
app_exm_in_spec.log,UVM,UVM_INFO,6648.925,sim:description:1,*Synchronization of IDLE DSI3 channels
app_exm_in_spec.log,UVM,UVM_ERROR,7107.393738,m_master_transmission_checker_0,"unexpected SCE (symbol count error) flag in packet header at channel 0, expected 0, read 0"
app_exm_in_spec.log,UVM,UVM_ERROR,7107.393738,m_master_transmission_checker_1,"unexpected SCE (symbol count error) flag in packet header at channel 1, expected 0, read 0"
app_exm_in_spec.log,UVM,UVM_INFO,7207.498738,spec_external_Sync_on_DSI_seq,spec_external_Sync_on_DSI_seq sequence starting
app_exm_in_spec.log,UVM,UVM_INFO,7207.499738,sim:description:1,*External Synchronization on DSI3 Channels by using SYNCB pin
app_exm_in_spec.log,UVM,UVM_ERROR,8024.674738,m_master_transmission_checker_0,"unexpected SCE (symbol count error) flag in packet header at channel 0, expected 0, read 0"
app_exm_in_spec.log,UVM,UVM_ERROR,8024.674738,m_master_transmission_checker_1,"unexpected SCE (symbol count error) flag in packet header at channel 1, expected 0, read 0"
app_exm_in_spec.log,UVM,UVM_INFO,8124.779738,spec_DSI_wait_seq,spec_DSI_wait_seq sequence starting
app_exm_in_spec.log,UVM,UVM_INFO,8124.780738,sim:description:1,*DSI Wait Command Sequence
app_exm_in_spec.log,UVM,UVM_INFO,9634.380738,sim:description:1,*CRM Command Sequence(Equal commands)
app_exm_in_spec.log,UVM,UVM_INFO,9634.380738,spec_CRM_command_seq,spec_CRM_command_seq sequence starting
app_exm_in_spec.log,UVM,UVM_INFO,9634.381738,sim:description:2,**CRM Command Sequence(Equal commands)
app_exm_in_spec.log,UVM,UVM_ERROR,10147.716738,m_master_transmission_checker_0,"unexpected SCE (symbol count error) flag in packet header at channel 0, expected 0, read 0"
app_exm_in_spec.log,UVM,UVM_ERROR,10147.716738,m_master_transmission_checker_1,"unexpected SCE (symbol count error) flag in packet header at channel 1, expected 0, read 0"
app_exm_in_spec.log,UVM,UVM_ERROR,10661.156738,m_master_transmission_checker_0,"unexpected SCE (symbol count error) flag in packet header at channel 0, expected 0, read 0"
app_exm_in_spec.log,UVM,UVM_INFO,10661.156738,m_master_transmission_checker_0,ignored TE (timing error) flag because of gray zone timing
app_exm_in_spec.log,UVM,UVM_ERROR,10661.156738,m_master_transmission_checker_1,"unexpected SCE (symbol count error) flag in packet header at channel 1, expected 0, read 0"
app_exm_in_spec.log,UVM,UVM_INFO,10761.261738,spec_CRM_configuration_seq,spec_CRM_configuration_seq sequence starting
app_exm_in_spec.log,UVM,UVM_INFO,10761.262738,sim:description:1,*CRM Command Configuration Sequence
app_exm_in_spec.log,UVM,UVM_ERROR,11582.277738,m_master_transmission_checker_0,"unexpected SCE (symbol count error) flag in packet header at channel 0, expected 0, read 0"
app_exm_in_spec.log,UVM,UVM_ERROR,11582.277738,m_master_transmission_checker_1,"unexpected SCE (symbol count error) flag in packet header at channel 1, expected 0, read 0"
app_exm_in_spec.log,UVM,UVM_INFO,11682.382738,spec_single_frame_pdcm_read_seq,spec_single_frame_pdcm_read_seq sequence starting
app_exm_in_spec.log,UVM,UVM_INFO,11682.383738,sim:description:1,*Single Frame PDCM Read Sequence
app_exm_in_spec.log,UVM,UVM_INFO,11682.383738,upload_tdma_scheme_seq,upload_tdma_scheme_seq sequence starting
app_exm_in_spec.log,UVM,UVM_INFO,11740.064738,upload_tdma_scheme_seq,uploaded TDMA scheme:
app_exm_in_spec.log,UVM,UVM_INFO,12147.639738,dsi3_master_transmission_checker,start PDCM at channel 0 with 3 pulses and a PDCM period of 367
app_exm_in_spec.log,UVM,UVM_INFO,12147.639738,dsi3_master_transmission_checker,start PDCM at channel 1 with 3 pulses and a PDCM period of 367
app_exm_in_spec.log,UVM,UVM_INFO,12170.846511,sim:measure,"'t__DSI,BIT,8__' = '8.000000' condition = 'at channel 0'"
app_exm_in_spec.log,UVM,UVM_INFO,12172.846474,sim:measure,"'t__DSI,BIT,8__' = '8.000000' condition = 'at channel 1'"
app_exm_in_spec.log,UVM,UVM_INFO,12537.846514,sim:measure,"'t__DSI,BIT,8__' = '8.000000' condition = 'at channel 0'"
app_exm_in_spec.log,UVM,UVM_INFO,12537.846514,dsi3_master_transmission_checker,measured PDCM period at channel 0: 367.000000 us - 1 pulses left
app_exm_in_spec.log,UVM,UVM_INFO,12539.84653,sim:measure,"'t__DSI,BIT,8__' = '8.001000' condition = 'at channel 1'"
app_exm_in_spec.log,UVM,UVM_INFO,12539.84653,dsi3_master_transmission_checker,measured PDCM period at channel 1: 367.000000 us - 1 pulses left
app_exm_in_spec.log,UVM,UVM_INFO,12584.799738,dsi3_master_transmission_checker,read PDCM frame: channels 0b11
app_exm_in_spec.log,UVM,UVM_ERROR,12584.799738,m_master_transmission_checker_0,"unexpected SCE (symbol count error) flag in packet header of packet index 0 at channel 0, expected 0, read 0"
app_exm_in_spec.log,UVM,UVM_ERROR,12584.799738,m_master_transmission_checker_1,"unexpected SCE (symbol count error) flag in packet header of packet index 0 at channel 1, expected 0, read 0"
app_exm_in_spec.log,UVM,UVM_INFO,12904.846498,sim:measure,"'t__DSI,BIT,8__' = '7.999000' condition = 'at channel 0'"
app_exm_in_spec.log,UVM,UVM_INFO,12904.846498,dsi3_master_transmission_checker,measured PDCM period at channel 0: 367.000000 us - 0 pulses left
app_exm_in_spec.log,UVM,UVM_INFO,12906.846514,sim:measure,"'t__DSI,BIT,8__' = '8.000000' condition = 'at channel 1'"
app_exm_in_spec.log,UVM,UVM_INFO,12906.846514,dsi3_master_transmission_checker,measured PDCM period at channel 1: 367.001000 us - 0 pulses left
app_exm_in_spec.log,UVM,UVM_INFO,12971.959738,dsi3_master_transmission_checker,read PDCM frame: channels 0b11
app_exm_in_spec.log,UVM,UVM_ERROR,12971.959738,m_master_transmission_checker_0,"unexpected SCE (symbol count error) flag in packet header of packet index 0 at channel 0, expected 0, read 0"
app_exm_in_spec.log,UVM,UVM_ERROR,12971.959738,m_master_transmission_checker_1,"unexpected SCE (symbol count error) flag in packet header of packet index 0 at channel 1, expected 0, read 0"
app_exm_in_spec.log,UVM,UVM_INFO,12971.959738,m_master_transmission_checker_1,ignored TE (timing error) flag of packet index 0 because of gray zone timing
app_exm_in_spec.log,UVM,UVM_INFO,13359.119738,dsi3_master_transmission_checker,read PDCM frame: channels 0b11
app_exm_in_spec.log,UVM,UVM_ERROR,13359.119738,m_master_transmission_checker_0,"unexpected SCE (symbol count error) flag in packet header of packet index 0 at channel 0, expected 0, read 0"
app_exm_in_spec.log,UVM,UVM_ERROR,13359.119738,m_master_transmission_checker_1,"unexpected SCE (symbol count error) flag in packet header of packet index 0 at channel 1, expected 0, read 0"
app_exm_in_spec.log,UVM,UVM_INFO,13459.224738,spec_multiple_frame_pdcm_read_seq,spec_multiple_frame_pdcm_read_seq sequence starting
app_exm_in_spec.log,UVM,UVM_INFO,13459.225738,sim:description:1,*Multiple Packet Frame PDCM Read Sequence
app_exm_in_spec.log,UVM,UVM_INFO,13459.225738,upload_tdma_scheme_seq,upload_tdma_scheme_seq sequence starting
app_exm_in_spec.log,UVM,UVM_INFO,13520.746738,upload_tdma_scheme_seq,uploaded TDMA scheme:
app_exm_in_spec.log,UVM,UVM_INFO,13928.321738,dsi3_master_transmission_checker,start PDCM at channel 0 with 2 pulses and a PDCM period of 426
app_exm_in_spec.log,UVM,UVM_INFO,13928.321738,dsi3_master_transmission_checker,start PDCM at channel 1 with 2 pulses and a PDCM period of 426
app_exm_in_spec.log,UVM,UVM_INFO,13951.513186,sim:measure,"'t__DSI,BIT,8__' = '8.000000' condition = 'at channel 0'"
app_exm_in_spec.log,UVM,UVM_INFO,13953.513159,sim:measure,"'t__DSI,BIT,8__' = '8.000000' condition = 'at channel 1'"
app_exm_in_spec.log,UVM,UVM_INFO,14365.841738,dsi3_master_transmission_checker,read PDCM frame: channels 0b01
app_exm_in_spec.log,UVM,UVM_ERROR,14365.841738,m_master_transmission_checker_0,"unexpected SCE (symbol count error) flag in packet header of packet index 0 at channel 0, expected 0, read 0"
app_exm_in_spec.log,UVM,UVM_ERROR,14365.841738,m_master_transmission_checker_0,"unexpected SCE (symbol count error) flag in packet header of packet index 1 at channel 0, expected 0, read 0"
app_exm_in_spec.log,UVM,UVM_INFO,14377.361738,dsi3_master_transmission_checker,read PDCM frame: channels 0b10
app_exm_in_spec.log,UVM,UVM_ERROR,14377.361738,m_master_transmission_checker_1,"unexpected SCE (symbol count error) flag in packet header of packet index 0 at channel 1, expected 0, read 0"
app_exm_in_spec.log,UVM,UVM_ERROR,14377.361738,m_master_transmission_checker_1,"unexpected SCE (symbol count error) flag in packet header of packet index 1 at channel 1, expected 0, read 0"
app_exm_in_spec.log,UVM,UVM_INFO,14377.361738,m_master_transmission_checker_1,ignored TE (timing error) flag of packet index 1 because of gray zone timing
app_exm_in_spec.log,UVM,UVM_INFO,14377.513167,sim:measure,"'t__DSI,BIT,8__' = '8.000000' condition = 'at channel 0'"
app_exm_in_spec.log,UVM,UVM_INFO,14377.513167,dsi3_master_transmission_checker,measured PDCM period at channel 0: 426.000000 us - 0 pulses left
app_exm_in_spec.log,UVM,UVM_INFO,14379.513154,sim:measure,"'t__DSI,BIT,8__' = '8.000000' condition = 'at channel 1'"
app_exm_in_spec.log,UVM,UVM_INFO,14379.513154,dsi3_master_transmission_checker,measured PDCM period at channel 1: 426.000000 us - 0 pulses left
app_exm_in_spec.log,UVM,UVM_INFO,14823.521738,dsi3_master_transmission_checker,read PDCM frame: channels 0b11
app_exm_in_spec.log,UVM,UVM_ERROR,14823.521738,m_master_transmission_checker_0,"unexpected SCE (symbol count error) flag in packet header of packet index 0 at channel 0, expected 0, read 0"
app_exm_in_spec.log,UVM,UVM_ERROR,14823.521738,m_master_transmission_checker_0,"unexpected SCE (symbol count error) flag in packet header of packet index 1 at channel 0, expected 0, read 0"
app_exm_in_spec.log,UVM,UVM_ERROR,14823.521738,m_master_transmission_checker_1,"unexpected SCE (symbol count error) flag in packet header of packet index 0 at channel 1, expected 0, read 0"
app_exm_in_spec.log,UVM,UVM_ERROR,14823.521738,m_master_transmission_checker_1,"unexpected SCE (symbol count error) flag in packet header of packet index 1 at channel 1, expected 0, read 0"
app_exm_in_spec.log,UVM,UVM_INFO,14823.521738,m_master_transmission_checker_1,ignored TE (timing error) flag of packet index 1 because of gray zone timing
app_exm_in_spec.log,UVM,UVM_INFO,14923.626738,spec_multiple_frame_pdcm_lang_packet_read_seq,spec_multiple_frame_pdcm_lang_packet_read_seq sequence starting
app_exm_in_spec.log,UVM,UVM_INFO,14923.627738,sim:description:1,*Multiple Packet (with 36 symbols) Frame PDCM Read Sequence
app_exm_in_spec.log,UVM,UVM_INFO,14923.627738,upload_tdma_scheme_seq,upload_tdma_scheme_seq sequence starting
app_exm_in_spec.log,UVM,UVM_INFO,14981.308738,upload_tdma_scheme_seq,uploaded TDMA scheme:
app_exm_in_spec.log,UVM,UVM_INFO,15388.883738,dsi3_master_transmission_checker,start PDCM at channel 0 with 2 pulses and a PDCM period of 608
app_exm_in_spec.log,UVM,UVM_INFO,15388.883738,dsi3_master_transmission_checker,start PDCM at channel 1 with 2 pulses and a PDCM period of 608
app_exm_in_spec.log,UVM,UVM_INFO,15412.068699,sim:measure,"'t__DSI,BIT,8__' = '8.000000' condition = 'at channel 0'"
app_exm_in_spec.log,UVM,UVM_INFO,15414.068706,sim:measure,"'t__DSI,BIT,8__' = '8.000000' condition = 'at channel 1'"
app_exm_in_spec.log,UVM,UVM_INFO,16020.06873,sim:measure,"'t__DSI,BIT,8__' = '8.000000' condition = 'at channel 0'"
app_exm_in_spec.log,UVM,UVM_INFO,16020.06873,dsi3_master_transmission_checker,measured PDCM period at channel 0: 608.000000 us - 0 pulses left
app_exm_in_spec.log,UVM,UVM_INFO,16022.068746,sim:measure,"'t__DSI,BIT,8__' = '8.000000' condition = 'at channel 1'"
app_exm_in_spec.log,UVM,UVM_INFO,16022.068746,dsi3_master_transmission_checker,measured PDCM period at channel 1: 608.000000 us - 0 pulses left
app_exm_in_spec.log,UVM,UVM_INFO,16628.883738,dsi3_master_transmission_checker,read PDCM frame: channels 0b11
app_exm_in_spec.log,UVM,UVM_ERROR,16628.883738,m_master_transmission_checker_0,"unexpected SCE (symbol count error) flag in packet header of packet index 0 at channel 0, expected 0, read 0"
app_exm_in_spec.log,UVM,UVM_ERROR,16628.883738,m_master_transmission_checker_1,"unexpected SCE (symbol count error) flag in packet header of packet index 0 at channel 1, expected 0, read 0"
app_exm_in_spec.log,UVM,UVM_INFO,16628.883738,m_master_transmission_checker_1,ignored TE (timing error) flag of packet index 0 because of gray zone timing
app_exm_in_spec.log,UVM,UVM_INFO,16652.883738,dsi3_master_transmission_checker,read PDCM frame: channels 0b11
app_exm_in_spec.log,UVM,UVM_ERROR,16652.883738,m_master_transmission_checker_0,"unexpected SCE (symbol count error) flag in packet header of packet index 0 at channel 0, expected 0, read 0"
app_exm_in_spec.log,UVM,UVM_INFO,16652.883738,m_master_transmission_checker_0,ignored TE (timing error) flag of packet index 0 because of gray zone timing
app_exm_in_spec.log,UVM,UVM_ERROR,16652.883738,m_master_transmission_checker_1,"unexpected SCE (symbol count error) flag in packet header of packet index 0 at channel 1, expected 0, read 0"
app_exm_in_spec.log,UVM,UVM_INFO,16752.988738,spec_measurement_command_stack_seq,spec_measurement_command_stack_seq sequence starting
app_exm_in_spec.log,UVM,UVM_INFO,16752.989738,sim:description:1,*Measurement Command Stack Sequence
app_exm_in_spec.log,UVM,UVM_INFO,16752.989738,upload_tdma_scheme_seq,upload_tdma_scheme_seq sequence starting
app_exm_in_spec.log,UVM,UVM_INFO,16810.670738,upload_tdma_scheme_seq,uploaded TDMA scheme:
app_exm_in_spec.log,UVM,UVM_INFO,17595.13551,dsi3_master_transmission_checker,start PDCM at channel 0 with 1 pulses and a PDCM period of 199
app_exm_in_spec.log,UVM,UVM_INFO,17597.135526,dsi3_master_transmission_checker,start PDCM at channel 1 with 1 pulses and a PDCM period of 199
app_exm_in_spec.log,UVM,UVM_INFO,17616.068754,sim:measure,"'t__DSI,BIT,8__' = '8.000000' condition = 'at channel 0'"
app_exm_in_spec.log,UVM,UVM_INFO,17618.068707,sim:measure,"'t__DSI,BIT,8__' = '8.000000' condition = 'at channel 1'"
app_exm_in_spec.log,UVM,UVM_INFO,17848.36931,dsi3_master_transmission_checker,read PDCM frame: channels 0b11
