+++ calling  ./simv_52144_dsi3_crm +UVM_VERBOSITY=UVM_MEDIUM +bus_conflict_off +warn=noFCICIO -ucli -assert nopostproc +UVM_LOG_RECORD -verdi_opts '-ssr Verdi.ses' +uvm_set_type_override=top_default_seq,dsi3_crm_seq -i run.tcl -vcs_assert off +UVM_VERDI_TRACE="UVM_AWARE+RAL+TLM+MSG+HIER+PRINT" +UVM_LOG_RECORD +UVM_TESTNAME=top_test +UVM_TR_RECORD +vcs+lic+wait -reportstats -cm line+cond+fsm+tgl+branch+assert -cm_dir DIGITAL/results/vcs/dsi3_crm.vdb -lca   +fsdbfile+dsi3_crm.fsdb
 ++ in dir   /nfs/wrk.zaa/sim/52144/m52144a/dsi3_crm
 ++ on host  ex04.elmos.de
 ++ user     zaa
 ++ start    2025-05-06T22:11:20
+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++


Warning-[LCA_FEATURES_ENABLED] Usage warning
  LCA features enabled by '-lca' argument on the command line.  For more 
  information regarding list of LCA features please refer to Chapter "LCA 
  features" in the VCS Release Notes

Chronologic VCS simulator copyright 1991-2021
Contains Synopsys proprietary information.
Compiler version S-2021.09-1_Full64; Runtime version S-2021.09-1_Full64;  May  7 00:11 2025
UVM_INFO /common/run/synopsys/vcs/S-2021.09-1/etc/uvm-1.2/src/base/uvm_root.svh(402) @ 0: reporter [UVM/RELNOTES] 
----------------------------------------------------------------
UVM-1.2.Synopsys
(C) 2007-2014 Mentor Graphics Corporation
(C) 2007-2014 Cadence Design Systems, Inc.
(C) 2006-2014 Synopsys, Inc.
(C) 2011-2013 Cypress Semiconductor Corp.
(C) 2013-2014 NVIDIA Corporation
----------------------------------------------------------------

  ***********       IMPORTANT RELEASE NOTES         ************

  You are using a version of the UVM library that has been compiled
  with `UVM_OBJECT_DO_NOT_NEED_CONSTRUCTOR undefined.
  See http://www.eda.org/svdb/view.php?id=3770 for more details.

      (Specify +UVM_NO_RELNOTES to turn off this notice)


 VCS Coverage Metrics Release S-2021.09-1_Full64 Copyright (c) 1991-2021 by Synopsys Inc.
ucli% source dump.tcl
*Verdi* Loading libsscore_vcsmx202109.so
FSDB Dumper for VCS-MX, Release Verdi_U-2023.03-1, Linux x86_64/64bit, 04/17/2023
(C) 1996 - 2023 by Synopsys, Inc.
*Verdi* : Create FSDB file 'dsi3_crm.fsdb'
*Verdi* : fsdbDumpon("glitch") - All FSDB files at 0 ps.
*Verdi* : Begin traversing the scope (top_tb), layer (0).
*Verdi* : Enable +all dumping.
*Verdi* : End of traversing.
*Verdi* : Flush all FSDB Files at 0 ps.
1
ucli% if { [info exists ::env(GATE_LEVEL)] } {
	source tcheck.tcl
}
ucli% run
*Verdi* Enable Verdi Message Catcher.
UVM_INFO /common/run/synopsys/vcs/S-2021.09-1/etc/uvm-1.2/src/verdi/uvm_custom_install_verdi_recorder.sv(283) @ 0: reporter [VERDI_TR_AUTO] +UVM_TR_RECORD implicitly enables recording_details to UVM_FULL for all components. For explicit control use +UVM_DISABLE_AUTO_COMPONENT and set recording_detail on components accordingly
UVM_INFO @ 0: reporter [RNTST] Running test top_test...

<<SiDENSE_IPS_WARN [0]:\top_tb.th.i_dut_wrapper.xtop.xdigtop.i_logic_top.i_test.i_test_control.i_otp_wrapper.U_OTPWRAP_L3_TOP.U_OTPWRAP_L2_CPU.U_OTPWRAP_L1_JTAG.U_OTPWRAP_L0_ATPG.GEN_TSMC.U_OTP4KX12 .u_ips:   Not Allowed controls for VRR applied. {VRREN,MRR[15],MRR[12:7]} = x_x_xxxxxx

<<SiDENSE_IPS_WARN [0]:\top_tb.th.i_dut_wrapper.xtop.xdigtop.i_logic_top.i_test.i_test_control.i_otp_wrapper.U_OTPWRAP_L3_TOP.U_OTPWRAP_L2_CPU.U_OTPWRAP_L1_JTAG.U_OTPWRAP_L0_ATPG.GEN_TSMC.U_OTP4KX12 .u_ips:   Not Allowed controls for VREF applied. {VRREN,MRR[15],MRR[12:7]} = x_x_xxxxxx

<<SiDENSE_IPS_WARN [0]:\top_tb.th.i_dut_wrapper.xtop.xdigtop.i_logic_top.i_test.i_test_control.i_otp_wrapper.U_OTPWRAP_L3_TOP.U_OTPWRAP_L2_CPU.U_OTPWRAP_L1_JTAG.U_OTPWRAP_L0_ATPG.GEN_TSMC.U_OTP4KX12 .u_ips:   Not Allowed controls for VBG applied. {VRREN,MRR[15],MRR[12:7]} = x_x_xxxxxx
UVM_INFO @ 0: reporter [UVM_CMDLINE_PROC] Applying type override from the command line: +uvm_set_type_override=top_default_seq,dsi3_crm_seq
UVM_INFO   @       0.0000000us:  [UVM_VERDI_DPI]         uvm_verdi DPI routines are compiled off. Recompile without +define+UVM_NO_VERDI_DPI 
UVM_INFO   @   24652.1700000us:  [crm_without_slave_answer_seq] crm_without_slave_answer_seq sequence starting  	/nfs/wrk.zaa/52144/DIGITAL/tb_eugene/agents/top/includes/top_seq_inc.sv(92) 
UVM_INFO   @   24652.1710000us:  [sim:description:1]     *CRM without slave answer 
UVM_INFO   @   24652.1710000us:  [sim:description:1]     *single CRM without answer at channel 0 
UVM_INFO   @   25262.7310000us:  [sim:description:1]     *single CRM without answer at channel 1 
UVM_INFO   @   25873.2910000us:  [crm_transmit_and_read_in_one_frame_seq] crm_transmit_and_read_in_one_frame_seq sequence starting  	/nfs/wrk.zaa/52144/DIGITAL/tb_eugene/agents/top/includes/top_seq_inc.sv(92) 
UVM_INFO   @   25873.2920000us:  [sim:description:1]     *CRM transmit and read data within one frame 
UVM_INFO   @   28543.3720000us:  [crm_many_crm_in_one_spi_frame_started_with_tx_crc_seq] crm_many_crm_in_one_spi_frame_started_with_tx_crc_seq sequence starting  	/nfs/wrk.zaa/52144/DIGITAL/tb_eugene/agents/top/includes/top_seq_inc.sv(92) 
UVM_INFO   @   28543.3730000us:  [sim:description:1]     *Many CRMs in one SPI frame started with TX CRCs 
UVM_INFO   @   28552.0530000us:  [sim:measure]           'CRM_TIME_NR' status = PASS 
UVM_INFO   @   33284.6530000us:  [crm_wrong_symbol_counts_seq] crm_wrong_symbol_counts_seq sequence starting  	/nfs/wrk.zaa/52144/DIGITAL/tb_eugene/agents/top/includes/top_seq_inc.sv(92) 
UVM_INFO   @   33284.6540000us:  [sim:description:1]     *receive symbol counts != 8 
UVM_INFO   @   33284.6540000us:  [sim:description:2]     **receive 1 symbols at channel 0 
UVM_INFO   @   33895.2140000us:  [sim:description:2]     **receive 2 symbols at channel 0 
UVM_INFO   @   34505.7740000us:  [sim:description:2]     **receive 3 symbols at channel 0 
UVM_INFO   @   35116.3340000us:  [sim:description:2]     **receive 4 symbols at channel 0 
UVM_INFO   @   35626.7890000us:  [m_master_transmission_checker_0] ignored TE (timing error) flag because of gray zone timing  	/nfs/wrk.zaa/52144/DIGITAL/tb_eugene/dut/dsi3_master_transmission_checker.svh(1350) 
UVM_INFO   @   35726.8940000us:  [sim:description:2]     **receive 5 symbols at channel 0 
UVM_INFO   @   36237.3490000us:  [m_master_transmission_checker_0] ignored TE (timing error) flag because of gray zone timing  	/nfs/wrk.zaa/52144/DIGITAL/tb_eugene/dut/dsi3_master_transmission_checker.svh(1350) 
UVM_INFO   @   36337.4540000us:  [sim:description:2]     **receive 6 symbols at channel 0 
UVM_INFO   @   36847.9090000us:  [m_master_transmission_checker_0] ignored TE (timing error) flag because of gray zone timing  	/nfs/wrk.zaa/52144/DIGITAL/tb_eugene/dut/dsi3_master_transmission_checker.svh(1350) 
UVM_INFO   @   36948.0140000us:  [sim:description:2]     **receive 7 symbols at channel 0 
UVM_INFO   @   37458.4690000us:  [m_master_transmission_checker_0] ignored TE (timing error) flag because of gray zone timing  	/nfs/wrk.zaa/52144/DIGITAL/tb_eugene/dut/dsi3_master_transmission_checker.svh(1350) 
UVM_INFO   @   37558.5740000us:  [sim:description:2]     **receive 8 symbols at channel 0 
UVM_INFO   @   38069.0290000us:  [m_master_transmission_checker_0] ignored TE (timing error) flag because of gray zone timing  	/nfs/wrk.zaa/52144/DIGITAL/tb_eugene/dut/dsi3_master_transmission_checker.svh(1350) 
UVM_INFO   @   38169.1340000us:  [sim:description:2]     **receive 9 symbols at channel 0 
UVM_INFO   @   38679.5890000us:  [m_master_transmission_checker_0] ignored TE (timing error) flag because of gray zone timing  	/nfs/wrk.zaa/52144/DIGITAL/tb_eugene/dut/dsi3_master_transmission_checker.svh(1350) 
UVM_INFO   @   38779.6940000us:  [sim:description:2]     **receive 10 symbols at channel 0 
UVM_INFO   @   39290.1490000us:  [m_master_transmission_checker_0] ignored TE (timing error) flag because of gray zone timing  	/nfs/wrk.zaa/52144/DIGITAL/tb_eugene/dut/dsi3_master_transmission_checker.svh(1350) 
UVM_INFO   @   39390.2540000us:  [sim:description:2]     **receive 11 symbols at channel 0 
UVM_INFO   @   39900.7090000us:  [m_master_transmission_checker_0] ignored TE (timing error) flag because of gray zone timing  	/nfs/wrk.zaa/52144/DIGITAL/tb_eugene/dut/dsi3_master_transmission_checker.svh(1350) 
UVM_INFO   @   40000.8140000us:  [sim:description:2]     **receive 12 symbols at channel 0 
UVM_INFO   @   40511.2690000us:  [m_master_transmission_checker_0] ignored TE (timing error) flag because of gray zone timing  	/nfs/wrk.zaa/52144/DIGITAL/tb_eugene/dut/dsi3_master_transmission_checker.svh(1350) 
UVM_INFO   @   40611.3740000us:  [sim:description:2]     **receive 1 symbols at channel 1 
UVM_INFO   @   41221.9340000us:  [sim:description:2]     **receive 2 symbols at channel 1 
UVM_INFO   @   41832.4940000us:  [sim:description:2]     **receive 3 symbols at channel 1 
UVM_INFO   @   42443.0540000us:  [sim:description:2]     **receive 4 symbols at channel 1 
UVM_INFO   @   42953.5090000us:  [m_master_transmission_checker_1] ignored TE (timing error) flag because of gray zone timing  	/nfs/wrk.zaa/52144/DIGITAL/tb_eugene/dut/dsi3_master_transmission_checker.svh(1350) 
UVM_INFO   @   43053.6140000us:  [sim:description:2]     **receive 5 symbols at channel 1 
UVM_INFO   @   43564.0690000us:  [m_master_transmission_checker_1] ignored TE (timing error) flag because of gray zone timing  	/nfs/wrk.zaa/52144/DIGITAL/tb_eugene/dut/dsi3_master_transmission_checker.svh(1350) 
UVM_INFO   @   43664.1740000us:  [sim:description:2]     **receive 6 symbols at channel 1 
UVM_INFO   @   44174.6290000us:  [m_master_transmission_checker_1] ignored TE (timing error) flag because of gray zone timing  	/nfs/wrk.zaa/52144/DIGITAL/tb_eugene/dut/dsi3_master_transmission_checker.svh(1350) 
UVM_INFO   @   44274.7340000us:  [sim:description:2]     **receive 7 symbols at channel 1 
UVM_INFO   @   44785.1890000us:  [m_master_transmission_checker_1] ignored TE (timing error) flag because of gray zone timing  	/nfs/wrk.zaa/52144/DIGITAL/tb_eugene/dut/dsi3_master_transmission_checker.svh(1350) 
UVM_INFO   @   44885.2940000us:  [sim:description:2]     **receive 8 symbols at channel 1 
UVM_INFO   @   45395.7490000us:  [m_master_transmission_checker_1] ignored TE (timing error) flag because of gray zone timing  	/nfs/wrk.zaa/52144/DIGITAL/tb_eugene/dut/dsi3_master_transmission_checker.svh(1350) 
UVM_INFO   @   45495.8540000us:  [sim:description:2]     **receive 9 symbols at channel 1 
UVM_INFO   @   46006.3090000us:  [m_master_transmission_checker_1] ignored TE (timing error) flag because of gray zone timing  	/nfs/wrk.zaa/52144/DIGITAL/tb_eugene/dut/dsi3_master_transmission_checker.svh(1350) 
UVM_INFO   @   46106.4140000us:  [sim:description:2]     **receive 10 symbols at channel 1 
UVM_INFO   @   46616.8690000us:  [m_master_transmission_checker_1] ignored TE (timing error) flag because of gray zone timing  	/nfs/wrk.zaa/52144/DIGITAL/tb_eugene/dut/dsi3_master_transmission_checker.svh(1350) 
UVM_INFO   @   46716.9740000us:  [sim:description:2]     **receive 11 symbols at channel 1 
UVM_INFO   @   47227.4290000us:  [m_master_transmission_checker_1] ignored TE (timing error) flag because of gray zone timing  	/nfs/wrk.zaa/52144/DIGITAL/tb_eugene/dut/dsi3_master_transmission_checker.svh(1350) 
UVM_INFO   @   47327.5340000us:  [sim:description:2]     **receive 12 symbols at channel 1 
UVM_INFO   @   47837.9890000us:  [m_master_transmission_checker_1] ignored TE (timing error) flag because of gray zone timing  	/nfs/wrk.zaa/52144/DIGITAL/tb_eugene/dut/dsi3_master_transmission_checker.svh(1350) 
UVM_INFO   @   47938.0940000us:  [crm_CRM_TIME_lower_than_transmission_time_seq] crm_CRM_TIME_lower_than_transmission_time_seq sequence starting  	/nfs/wrk.zaa/52144/DIGITAL/tb_eugene/agents/top/includes/top_seq_inc.sv(92) 
UVM_INFO   @   47938.0950000us:  [sim:description:1]     *CRM with a minimum CRM_TIME setting 
UVM_INFO   @   47946.7750000us:  [sim:measure]           'DSI_CFG' status = PASS 
UVM_INFO   @   47946.7750000us:  [sim:description:2]     **CRM with a bit time of BITTIME_8US and CRM_TIME = 0 without slave response 
UVM_INFO   @   47955.4550000us:  [sim:measure]           'CRM_TIME' status = PASS 
UVM_INFO   @   48500.4950000us:  [sim:description:2]     **CRM with a bit time of BITTIME_8US and CRM_TIME = 50 without slave response 
UVM_INFO   @   48509.1750000us:  [sim:measure]           'CRM_TIME' status = PASS 
UVM_INFO   @   49054.2150000us:  [sim:description:2]     **CRM with a bit time of BITTIME_8US and CRM_TIME = 100 without slave response 
UVM_INFO   @   49062.8950000us:  [sim:measure]           'CRM_TIME' status = PASS 
UVM_INFO   @   49607.9350000us:  [sim:description:2]     **CRM with a bit time of BITTIME_8US and CRM_TIME = 150 without slave response 
UVM_INFO   @   49616.6150000us:  [sim:measure]           'CRM_TIME' status = PASS 
UVM_INFO   @   50161.6550000us:  [sim:description:2]     **CRM with a bit time of BITTIME_8US and CRM_TIME = 200 without slave response 
UVM_INFO   @   50170.3350000us:  [sim:measure]           'CRM_TIME' status = PASS 
UVM_INFO   @   50715.3750000us:  [sim:description:2]     **CRM with a bit time of BITTIME_8US and CRM_TIME = 250 without slave response 
UVM_INFO   @   50724.0550000us:  [sim:measure]           'CRM_TIME' status = PASS 
UVM_INFO   @   51269.0950000us:  [sim:description:2]     **CRM with a bit time of BITTIME_8US and CRM_TIME = 0    with slave response 
UVM_INFO   @   51277.7750000us:  [sim:measure]           'CRM_TIME' status = PASS 
UVM_INFO   @   51658.2683610us:  [m_master_transmission_checker_1] ignored unexpected slave response  	/nfs/wrk.zaa/52144/DIGITAL/tb_eugene/dut/dsi3_master_transmission_checker.svh(418) 
UVM_INFO   @   51661.0014140us:  [m_master_transmission_checker_0] ignored unexpected slave response  	/nfs/wrk.zaa/52144/DIGITAL/tb_eugene/dut/dsi3_master_transmission_checker.svh(418) 
UVM_INFO   @   51822.8150000us:  [sim:description:2]     **CRM with a bit time of BITTIME_8US and CRM_TIME = 50    with slave response 
UVM_INFO   @   51831.4950000us:  [sim:measure]           'CRM_TIME' status = PASS 
UVM_INFO   @   52219.3240460us:  [m_master_transmission_checker_0] ignored unexpected slave response  	/nfs/wrk.zaa/52144/DIGITAL/tb_eugene/dut/dsi3_master_transmission_checker.svh(418) 
UVM_INFO   @   52222.6110620us:  [m_master_transmission_checker_1] ignored unexpected slave response  	/nfs/wrk.zaa/52144/DIGITAL/tb_eugene/dut/dsi3_master_transmission_checker.svh(418) 
UVM_INFO   @   52376.5350000us:  [sim:description:2]     **CRM with a bit time of BITTIME_8US and CRM_TIME = 100    with slave response 
UVM_INFO   @   52385.2150000us:  [sim:measure]           'CRM_TIME' status = PASS 
UVM_INFO   @   52759.4882750us:  [m_master_transmission_checker_1] ignored unexpected slave response  	/nfs/wrk.zaa/52144/DIGITAL/tb_eugene/dut/dsi3_master_transmission_checker.svh(418) 
UVM_INFO   @   52763.6393060us:  [m_master_transmission_checker_0] ignored unexpected slave response  	/nfs/wrk.zaa/52144/DIGITAL/tb_eugene/dut/dsi3_master_transmission_checker.svh(418) 
UVM_INFO   @   52930.2550000us:  [sim:description:2]     **CRM with a bit time of BITTIME_8US and CRM_TIME = 150    with slave response 
UVM_INFO   @   52938.9350000us:  [sim:measure]           'CRM_TIME' status = PASS 
UVM_INFO   @   53312.2224940us:  [m_master_transmission_checker_0] ignored unexpected slave response  	/nfs/wrk.zaa/52144/DIGITAL/tb_eugene/dut/dsi3_master_transmission_checker.svh(418) 
UVM_INFO   @   53316.9675100us:  [m_master_transmission_checker_1] ignored unexpected slave response  	/nfs/wrk.zaa/52144/DIGITAL/tb_eugene/dut/dsi3_master_transmission_checker.svh(418) 
UVM_INFO   @   53483.9750000us:  [sim:description:2]     **CRM with a bit time of BITTIME_8US and CRM_TIME = 200    with slave response 
UVM_INFO   @   53492.6550000us:  [sim:measure]           'CRM_TIME' status = PASS 
UVM_INFO   @   53876.0646980us:  [m_master_transmission_checker_1] ignored unexpected slave response  	/nfs/wrk.zaa/52144/DIGITAL/tb_eugene/dut/dsi3_master_transmission_checker.svh(418) 
UVM_INFO   @   53885.3447270us:  [m_master_transmission_checker_0] ignored unexpected slave response  	/nfs/wrk.zaa/52144/DIGITAL/tb_eugene/dut/dsi3_master_transmission_checker.svh(418) 
UVM_INFO   @   54037.6950000us:  [sim:description:2]     **CRM with a bit time of BITTIME_8US and CRM_TIME = 250    with slave response 
UVM_INFO   @   54046.3750000us:  [sim:measure]           'CRM_TIME' status = PASS 
UVM_INFO   @   54417.2649420us:  [m_master_transmission_checker_0] ignored unexpected slave response  	/nfs/wrk.zaa/52144/DIGITAL/tb_eugene/dut/dsi3_master_transmission_checker.svh(418) 
UVM_INFO   @   54430.5719580us:  [m_master_transmission_checker_1] ignored unexpected slave response  	/nfs/wrk.zaa/52144/DIGITAL/tb_eugene/dut/dsi3_master_transmission_checker.svh(418) 
UVM_INFO   @   54600.0950000us:  [sim:measure]           'DSI_CFG' status = PASS 
UVM_INFO   @   54600.0950000us:  [sim:description:2]     **CRM with a bit time of BITTIME_16US and CRM_TIME = 0 without slave response 
UVM_INFO   @   54608.7750000us:  [sim:measure]           'CRM_TIME' status = PASS 
UVM_INFO   @   55409.8150000us:  [sim:description:2]     **CRM with a bit time of BITTIME_16US and CRM_TIME = 50 without slave response 
UVM_INFO   @   55418.4950000us:  [sim:measure]           'CRM_TIME' status = PASS 
UVM_INFO   @   56219.5350000us:  [sim:description:2]     **CRM with a bit time of BITTIME_16US and CRM_TIME = 100 without slave response 
UVM_INFO   @   56228.2150000us:  [sim:measure]           'CRM_TIME' status = PASS 
